category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	p_adjust_over_represented	p_adjust_under_represented
05020	0.137334041434899	0.949141491848373	5	22	0.557508827898092	1
00983	0.139377206974523	0.937386683272869	7	35	0.557508827898092	1
00630	0.142589670819181	0.954221032249308	4	16	0.56035239058766	1
05146	0.17800767285739	0.926158714673885	5	29	0.676625734678434	1
04614	0.178218385473338	0.966050542678188	2	7	0.676625734678434	1
05416	0.187455106714268	0.930737597153404	4	21	0.699832398399935	1
04974	0.194250194228098	0.939717800861318	3	16	0.713312188640884	1
00100	0.213257025616929	0.931945115572329	3	14	0.760474699276897	1
02010	0.216918823690167	0.912970432775878	4	28	0.760474699276897	1
00604	0.21745843934989	0.952891915636356	2	7	0.760474699276897	1
00130	0.222829702492427	0.95094567353403	2	7	0.760474699276897	1
00860	0.2240684381798	0.900315670515559	5	26	0.760474699276897	1
00471	0.230784402584782	0.984938598685925	1	2	0.771577704164047	1
04640	0.243235411635754	0.915762264536802	3	16	0.801246061858954	1
00051	0.250940405582103	0.895659342119662	4	21	0.808906554983956	1
04145	0.252783298432486	0.851894024082934	9	60	0.808906554983956	1
04973	0.270525577458098	0.927173632309701	2	10	0.853489145783295	1
04920	0.286032398072802	0.857518261088122	5	37	0.884545464353294	1
05150	0.28826704865085	0.872840325878813	4	21	0.884545464353294	1
00300	0.315657098619646	0.961171880573412	1	3	0.955502568794606	1
00480	0.325355329204641	0.820087887405348	6	37	0.97172791655786	1
00603	0.33389515598237	0.956085946263098	1	3	0.98411203868488	1
00750	0.347960991694109	0.946523110570144	1	4	1	1
00531	0.351098874030439	0.886633834966002	2	10	1	1
04020	0.354616778181969	0.823109495374849	4	33	1	1
05215	0.372613568541764	0.79305095711671	5	43	1	1
00040	0.387880320501245	0.825962628973228	3	18	1	1
05144	0.393996864376389	0.858365119512318	2	12	1	1
04930	0.399889890113199	0.850751866709223	2	16	1	1
00450	0.411358507379466	0.847281094060482	2	12	1	1
05218	0.421651750108133	0.797033601872986	3	25	1	1
04514	0.424176888719065	0.771029647847729	4	30	1	1
00592	0.501016605045784	0.86718375033086	1	6	1	1
00290	0.504073289705437	0.865302372933545	1	6	1	1
04260	0.505262503036532	0.703126679071586	4	28	1	1
05014	0.547660603363332	0.691453651918805	3	24	1	1
04141	0.565736193957498	0.557896986015216	12	113	1	1
04972	0.570372156244583	0.714449388731258	2	20	1	1
00920	0.577485183189301	0.814503101416793	1	6	1	1
04720	0.589995443557947	0.695906528723698	2	20	1	1
00740	0.608189714746728	0.781921890598981	1	8	1	1
04320	0.624653560869258	0.762454300767027	1	10	1	1
04810	0.653262048624396	0.500127055366821	7	80	1	1
05143	0.660561286107306	0.732836325276332	1	8	1	1
00511	0.66106446851096	0.729337391103318	1	9	1	1
04010	0.672048665404776	0.462135562333168	9	95	1	1
00564	0.680134526662577	0.518976744851443	4	43	1	1
00520	0.686941471845264	0.542561246520287	3	30	1	1
04672	0.688936700704996	0.697170211391819	1	10	1	1
04910	0.701834641676267	0.456459086546551	6	73	1	1
00565	0.748147188650688	0.62275418632529	1	11	1	1
04142	0.753362802214811	0.375029700239701	8	85	1	0.965593710961989
04971	0.764370092592982	0.594146188598541	1	15	1	1
00670	0.772206531296887	0.585658664381451	1	13	1	1
04360	0.782175578667073	0.417316699649036	3	42	1	1
04960	0.786408913581481	0.560740569274474	1	16	1	1
04970	0.792291635899876	0.552866003161707	1	15	1	1
05414	0.800208261980307	0.538308984654798	1	17	1	1
04650	0.800905402714304	0.391727054499554	3	39	1	0.997123411453411
00563	0.807950936915463	0.529378862356678	1	14	1	1
05410	0.831756186387601	0.484519508533134	1	18	1	1
00030	0.849267193044953	0.455785435420359	1	15	1	1
05412	0.850034766137119	0.449512071539307	1	20	1	1
04060	0.8515416191557	0.313758178648633	3	45	1	0.923737266874525
04912	0.869835059324358	0.321658512572379	2	35	1	0.923737266874525
03060	0.874660499100538	0.404347893479624	1	16	1	1
04916	0.887804347695748	0.371937036169638	1	21	1	0.965593710961989
04080	0.887980137766518	0.372234619250014	1	20	1	0.965593710961989
04540	0.899406499281573	0.34461764507507	1	23	1	0.934492433845631
03410	0.899820790764162	0.346262821469587	1	19	1	0.934492433845631
04962	0.90057238409748	0.343765383049176	1	20	1	0.934492433845631
05219	0.910339403774575	0.319846683695481	1	21	1	0.923737266874525
05214	0.912404445014402	0.311857361625271	1	27	1	0.923737266874525
00514	0.912650077816173	0.314852541232136	1	20	1	0.923737266874525
05223	0.913732125801124	0.308976908262615	1	26	1	0.923737266874525
04270	0.924672887587689	0.212945190767312	2	40	1	0.722723071695121
04621	0.927589110714404	0.274311324515073	1	24	1	0.865432911146144
05213	0.931995195452134	0.260872608930691	1	28	1	0.841310149963911
04130	0.932398519167715	0.262909421863722	1	21	1	0.841310149963911
00230	0.937844137550878	0.134010740123761	5	72	1	0.53732395470227
04370	0.949595263238169	0.210237551516801	1	28	1	0.722723071695121
05140	0.950000773286539	0.210034022020504	1	25	1	0.722723071695121
05142	0.953208624082024	0.146565319895719	2	44	1	0.566771033121318
04210	0.959282514313956	0.131049000084109	2	46	1	0.53732395470227
00562	0.95932124165876	0.17852380337516	1	32	1	0.677785287390437
04510	0.961540689366439	0.105701280625091	3	73	1	0.505763982090023
05212	0.968454566592714	0.146753213933198	1	36	1	0.566771033121318
04662	0.971991657238121	0.134330988675568	1	34	1	0.53732395470227
04914	0.972114232430044	0.13372044840067	1	35	1	0.53732395470227
05222	0.972156805905376	0.133413020243173	1	36	1	0.53732395470227
04144	0.975562042224648	0.0598858353382839	5	96	1	0.383269346165017
05100	0.977032933551256	0.115151620922282	1	35	1	0.505763982090023
00510	0.977154920295319	0.115146940951094	1	32	1	0.505763982090023
04520	0.978864348005287	0.107356166946219	1	40	1	0.505763982090023
04630	0.984667799697457	0.0830775649435064	1	44	1	0.432776152263847
04666	0.985562755386395	0.0796956582822591	1	38	1	0.428340153217766
03018	0.985568477521833	0.0799854381880181	1	35	1	0.428340153217766
04012	0.987234379737781	0.0718571252107727	1	43	1	0.412717847364438
04114	0.987250659954658	0.0718554555499612	1	42	1	0.412717847364438
04310	0.988344024855365	0.0666180038346332	1	46	1	0.409340347407272
03050	0.988358823802485	0.0676142538128083	1	33	1	0.409340347407272
05016	0.989976009637329	0.0257561702113041	6	98	1	0.299576118131725
00240	0.990195457868216	0.0404626116544731	2	53	1	0.30570405662937
05010	0.990451218070001	0.0246266226086674	6	102	1	0.299576118131725
04660	0.990912958010829	0.0544775753558601	1	46	1	0.367597122350828
05160	0.992917127058729	0.0303850321316514	2	68	1	0.299576118131725
04380	0.993585774581297	0.0409425075842907	1	47	1	0.30570405662937
05200	0.995427542597607	0.0135381935243395	5	125	1	0.224494854632498
04062	0.997418450623247	0.0189744475989997	1	58	1	0.265642266385995
04722	0.998190524655365	0.0140309284145311	1	58	1	0.224494854632498
05145	0.998223261088111	0.0138376583397855	1	56	1	0.224494854632498
03040	0.998378182433992	0.00844950753108439	2	74	1	0.18926896869629
05012	0.998727308797992	0.00552568457795161	3	76	1	0.149921690797949
00190	0.99990229821297	0.000681025027371822	2	83	1	0.0508498687104294
03013	0.999991830305126	0.000112328814940065	1	96	1	0.0251616545465745
00052	1	0.198910598209341	0	12	1	0.707316334681492
00061	1	0.653171392578571	0	5	1	1
00460	1	0.648864596111128	0	3	1	1
00512	1	0.430946351441622	0	8	1	1
00524	1	0.865696430843416	0	1	1	1
00532	1	0.595727568795602	0	4	1	1
00533	1	0.54165425659203	0	5	1	1
00534	1	0.408878297108819	0	9	1	1
00600	1	0.108919575896903	0	19	1	0.505763982090023
00601	1	0.47831210617177	0	6	1	1
00730	1	0.619815001582792	0	4	1	1
00780	1	0.860634928983109	0	1	1	1
00785	1	0.768140836686394	0	2	1	1
00790	1	0.334268947991784	0	8	1	0.934492433845631
00970	1	0.109699548934489	0	20	1	0.505763982090023
03008	1	0.0029787305983141	0	49	1	0.149921690797949
03015	1	0.00451443689175769	0	50	1	0.149921690797949
03020	1	0.193217261527688	0	13	1	0.707316334681492
03022	1	0.0803137787283311	0	22	1	0.428340153217766
03030	1	0.19486971582813	0	14	1	0.707316334681492
03420	1	0.037913418926276	0	27	1	0.30570405662937
03430	1	0.326432594515376	0	11	1	0.925581027486636
03440	1	0.444443692945561	0	8	1	1
03450	1	0.697577145110289	0	3	1	1
04070	1	0.0394269711592415	0	36	1	0.30570405662937
04110	1	0.00370290916136567	0	52	1	0.149921690797949
04115	1	0.0330204464728336	0	29	1	0.299576118131725
04120	1	0.000594221123771974	0	75	1	0.0508498687104294
04122	1	0.36957817760736	0	8	1	0.965593710961989
04140	1	0.19893271912917	0	15	1	0.707316334681492
04150	1	0.0464989888515457	0	32	1	0.32549292196082
04330	1	0.112916097829081	0	19	1	0.505763982090023
04340	1	0.40196113104576	0	8	1	1
04350	1	0.0234387859768176	0	35	1	0.299576118131725
04530	1	0.00488948703043647	0	52	1	0.149921690797949
04620	1	0.00602363936241761	0	46	1	0.149921690797949
04622	1	0.027801833800472	0	34	1	0.299576118131725
04623	1	0.0557959917853935	0	24	1	0.367597122350828
04664	1	0.0432982409404506	0	30	1	0.312864708730998
04670	1	0.0177619271501844	0	38	1	0.265244778776087
04710	1	0.297414781567558	0	12	1	0.923737266874525
04730	1	0.0966539945893043	0	23	1	0.492056699727367
04740	1	0.613786819315091	0	4	1	1
04742	1	0.663747872220344	0	4	1	1
04744	1	0.863931699386791	0	1	1	1
04966	1	0.231975214441557	0	12	1	0.775558925894159
05210	1	0.0387469370558232	0	32	1	0.30570405662937
05211	1	0.0295932679911414	0	34	1	0.299576118131725
05216	1	0.247930765547207	0	13	1	0.816713110037859
05217	1	0.600405584183535	0	6	1	1
05220	1	0.0116830126147866	0	43	1	0.224494854632498
05221	1	0.0334348346129158	0	34	1	0.299576118131725
05310	1	0.541449537206068	0	4	1	1
05323	1	0.0313848195995827	0	27	1	0.299576118131725
05340	1	0.443497242281678	0	7	1	1
