category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	p_adjust_over_represented	p_adjust_under_represented
05222	1	0.881408091517223	0	45	1	0.999792684502122
05223	1	0.950888830908864	0	19	1	0.999792684502122
05310	1	0.981334651948352	0	20	1	0.999792684502122
05320	1	0.950109111625501	0	48	1	0.999792684502122
05322	1	0.907927360401648	0	108	1	0.999792684502122
05323	1	0.926006624568032	0	50	1	0.999792684502122
05330	1	0.966856707013202	0	33	1	0.999792684502122
05332	1	0.965532409047528	0	35	1	0.999792684502122
05340	1	0.95715341192381	0	25	1	0.999792684502122
05410	1	0.857563590064655	0	59	1	0.999792684502122
05412	1	0.876256932261733	0	49	1	0.999792684502122
05414	1	0.846014162151996	0	63	1	0.999792684502122
05416	1	0.906369127697712	0	50	1	0.999792684502122
04660	1	0.882312258776532	0	60	1	0.999792684502122
04080	1	0.602526021162511	0	242	1	0.999792684502122
04520	1	0.931276268677699	0	28	1	0.999792684502122
04722	1	0.866854949952475	0	58	1	0.999792684502122
03013	1	0.926380642478476	0	52	1	0.999792684502122
